zip,city,state,latitude,longitude,timezone,dst
1747,Hopedale,MA,42.125536,-71.53662,-5,1
1748,Hopkinton,MA,42.220447,-71.53418,-5,1
1749,Hudson,MA,42.389813,-71.55791,-5,1
1750,Natick,MA,42.273817,-71.378157,-5,1
1752,Marlborough,MA,42.350909,-71.54753,-5,1
1754,Maynard,MA,42.430781,-71.45594,-5,1
1756,Mendon,MA,42.092006,-71.54474,-5,1
1757,Milford,MA,42.149176,-71.52149,-5,1
1760,Natick,MA,42.290763,-71.35368,-5,1
1770,Sherborn,MA,42.231025,-71.37202,-5,1
1772,Southborough,MA,42.297643,-71.53369,-5,1
1773,Lincoln,MA,42.425537,-71.30316,-5,1
1775,Stow,MA,42.423882,-71.51086,-5,1
1776,Sudbury,MA,42.38532,-71.42989,-5,1
1778,Wayland,MA,42.345583,-71.35643,-5,1
1784,Woodville,MA,42.446396,-71.459405,-5,1
1801,Woburn,MA,42.484545,-71.15206,-5,1
1803,Burlington,MA,42.506362,-71.20008,-5,1
1805,Burlington,MA,42.446396,-71.459405,-5,1
1806,Woburn,MA,42.446396,-71.459405,-5,1
1807,Woburn,MA,42.446396,-71.459405,-5,1
1808,Woburn,MA,42.446396,-71.459405,-5,1
1810,Andover,MA,42.646942,-71.1513,-5,1
1812,Andover,MA,42.647191,-71.184202,-5,1
1813,Woburn,MA,42.446396,-71.459405,-5,1
1815,Woburn,MA,42.446396,-71.459405,-5,1
1820,Pinehurst,MA,42.540779,-71.238175,-5,1
1821,Billerica,MA,42.54805,-71.25054,-5,1
1822,Billerica,MA,42.446396,-71.459405,-5,1
1823,Haverhill,MA,42.800429,-71.11087,-5,1
1824,Chelmsford,MA,42.595491,-71.3544,-5,1
1826,Dracut,MA,42.677772,-71.316,-5,1
1827,Dunstable,MA,42.671356,-71.50292,-5,1
1830,Haverhill,MA,42.78519,-71.07011,-5,1
1831,Haverhill,MA,42.771095,-71.122054,-5,1
1832,Haverhill,MA,42.781357,-71.11023,-5,1
1833,Georgetown,MA,42.729437,-70.98291,-5,1
1834,Groveland,MA,42.750691,-71.02487,-5,1
1835,Haverhill,MA,42.757767,-71.08518,-5,1
1840,Lawrence,MA,42.706941,-71.16181,-5,1
1841,Lawrence,MA,42.71159,-71.16667,-5,1
1842,Lawrence,MA,42.635443,-70.879123,-5,1
1843,Lawrence,MA,42.691091,-71.16078,-5,1
1844,Methuen,MA,42.73004,-71.17935,-5,1
1845,North Andover,MA,42.683841,-71.11171,-5,1
1850,Lowell,MA,42.655791,-71.30504,-5,1
1851,Lowell,MA,42.630915,-71.33238,-5,1
1852,Lowell,MA,42.634112,-71.29849,-5,1
1853,Lowell,MA,42.446396,-71.459405,-5,1
1854,Lowell,MA,42.649758,-71.33348,-5,1
1856,Lowell,MA,42.641779,-71.303488,-5,1
1860,Merrimac,MA,42.834246,-71.00207,-5,1
1862,North Billerica,MA,42.573592,-71.2911,-5,1
1863,North Chelmsford,MA,42.634199,-71.39322,-5,1
1864,North Reading,MA,42.583436,-71.0982,-5,1
1865,Nutting Lake,MA,42.446396,-71.459405,-5,1
1866,Pinehurst,MA,42.446396,-71.459405,-5,1
1867,Reading,MA,42.52585,-71.10993,-5,1
1876,Tewksbury,MA,42.601684,-71.22071,-5,1
1879,Tyngsboro,MA,42.671589,-71.41694,-5,1
1880,Wakefield,MA,42.501345,-71.07132,-5,1
1885,West Boxford,MA,42.635443,-70.879123,-5,1
1886,Westford,MA,42.592086,-71.43754,-5,1
1887,Wilmington,MA,42.558576,-71.17031,-5,1
1888,Woburn,MA,42.446396,-71.459405,-5,1
1889,North Reading,MA,42.571633,-71.109646,-5,1
1890,Winchester,MA,42.451945,-71.14276,-5,1
1899,Andover,MA,42.635443,-70.879123,-5,1
1901,Lynn,MA,42.461246,-70.946743,-5,1
1902,Lynn,MA,42.469946,-70.94113,-5,1
1903,Lynn,MA,42.635443,-70.879123,-5,1
1904,Lynn,MA,42.490421,-70.96579,-5,1
1905,Lynn,MA,42.464879,-70.97411,-5,1
1906,Saugus,MA,42.462796,-71.0098,-5,1
1907,Swampscott,MA,42.474409,-70.90588,-5,1
1908,Nahant,MA,42.427096,-70.92809,-5,1
1910,Lynn,MA,42.454796,-70.974694,-5,1
1913,Amesbury,MA,42.854423,-70.93547,-5,1
1915,Beverly,MA,42.560995,-70.8757,-5,1
1921,Boxford,MA,42.677869,-71.00844,-5,1
1922,Byfield,MA,42.76087,-70.92648,-5,1
1923,Danvers,MA,42.569756,-70.94322,-5,1
1929,Essex,MA,42.631753,-70.77925,-5,1
1930,Gloucester,MA,42.624015,-70.67552,-5,1
1931,Gloucester,MA,42.635443,-70.879123,-5,1
1936,Hamilton,MA,42.635443,-70.879123,-5,1
1937,Hathorne,MA,42.635443,-70.879123,-5,1
1938,Ipswich,MA,42.682965,-70.84007,-5,1
1940,Lynnfield,MA,42.527895,-71.02834,-5,1
1944,Manchester,MA,42.580033,-70.76462,-5,1
1945,Marblehead,MA,42.497146,-70.86323,-5,1
1947,Salem,MA,42.642845,-70.873647,-5,1
1949,Middleton,MA,42.602278,-71.01356,-5,1
1950,Newburyport,MA,42.809891,-70.86363,-5,1
1951,Newbury,MA,42.780141,-70.86866,-5,1
1952,Salisbury,MA,42.85048,-70.86153,-5,1
1960,Peabody,MA,42.534045,-70.96146,-5,1
1961,Peabody,MA,42.635443,-70.879123,-5,1
1965,Prides Crossing,MA,42.558113,-70.825743,-5,1
1966,Rockport,MA,42.659936,-70.61727,-5,1
1969,Rowley,MA,42.716708,-70.90899,-5,1
1970,Salem,MA,42.516845,-70.8985,-5,1
1971,Salem,MA,42.635443,-70.879123,-5,1
1982,South Hamilton,MA,42.616643,-70.86513,-5,1
1983,Topsfield,MA,42.642471,-70.94424,-5,1
1984,Wenham,MA,42.600518,-70.87618,-5,1
1985,West Newbury,MA,42.790736,-70.97286,-5,1
2018,Accord,MA,41.970474,-70.701357,-5,1
2019,Bellingham,MA,42.075122,-71.47953,-5,1
2020,Brant Rock,MA,42.081825,-70.643868,-5,1
2021,Canton,MA,42.166776,-71.1343,-5,1
2025,Cohasset,MA,42.241908,-70.81223,-5,1
2026,Dedham,MA,42.244609,-71.16553,-5,1
2027,Dedham,MA,42.180048,-71.08923,-5,1
2029,Providence,RI,41.817398,-71.453674,-5,1
2030,Dover,MA,42.23888,-71.28241,-5,1
2031,East Mansfield,MA,41.998799,-71.200894,-5,1
2032,East Walpole,MA,42.153912,-71.21362,-5,1
2035,Foxboro,MA,42.061427,-71.24232,-5,1
2038,Franklin,MA,42.089104,-71.4069,-5,1
2040,Greenbush,MA,41.970474,-70.701357,-5,1
2041,Green Harbor,MA,42.069642,-70.649075,-5,1
2043,Hingham,MA,42.225708,-70.88764,-5,1
2044,Hingham,MA,41.970474,-70.701357,-5,1
2045,Hull,MA,42.286347,-70.87663,-5,1
2047,Humarock,MA,42.142836,-70.69353,-5,1
2048,Mansfield,MA,42.019982,-71.2191,-5,1
2050,Marshfield,MA,42.109763,-70.69172,-5,1
2051,Marshfield Hills,MA,42.151202,-70.734146,-5,1
2052,Medfield,MA,42.185571,-71.30476,-5,1
2053,Medway,MA,42.151526,-71.42315,-5,1
2054,Millis,MA,42.166398,-71.36178,-5,1
2055,Minot,MA,41.970474,-70.701357,-5,1
2056,Norfolk,MA,42.111836,-71.32855,-5,1
2059,North Marshfield,MA,41.970474,-70.701357,-5,1
2060,North Scituate,MA,41.970474,-70.701357,-5,1
2061,Norwell,MA,42.15243,-70.8205,-5,1
2062,Norwood,MA,42.185974,-71.20166,-5,1
2065,Ocean Bluff,MA,42.097219,-70.651567,-5,1
2066,Scituate,MA,42.205038,-70.7513,-5,1
2067,Sharon,MA,42.113749,-71.17923,-5,1
2070,Sheldonville,MA,42.180048,-71.08923,-5,1
2071,South Walpole,MA,42.101406,-71.27239,-5,1
2072,Stoughton,MA,42.125432,-71.10627,-5,1
2081,Walpole,MA,42.145237,-71.25375,-5,1
2085,Foxborough,MA,42.075995,-71.286055,-5,1
2090,Westwood,MA,42.212949,-71.20735,-5,1
2093,Wrentham,MA,42.0597,-71.34617,-5,1
2101,Boston,MA,42.370567,-71.026964,-5,1
2102,Boston,MA,42.338947,-70.919635,-5,1
2103,Boston,MA,42.338947,-70.919635,-5,1
2104,Boston,MA,42.338947,-70.919635,-5,1
2105,Boston,MA,42.338947,-70.919635,-5,1
2106,Boston,MA,42.354318,-71.073449,-5,1
2107,Boston,MA,42.338947,-70.919635,-5,1
2108,Boston,MA,42.357903,-71.06408,-5,1
2109,Boston,MA,42.361477,-71.05417,-5,1
2110,Boston,MA,42.356532,-71.05365,-5,1
2111,Boston,MA,42.349838,-71.06101,-5,1
2112,Boston,MA,42.338947,-70.919635,-5,1
2113,Boston,MA,42.365028,-71.05636,-5,1
2114,Boston,MA,42.361792,-71.06774,-5,1
2115,Boston,MA,42.34308,-71.09268,-5,1
2116,Boston,MA,42.349622,-71.07372,-5,1
2117,Boston,MA,42.338947,-70.919635,-5,1
2118,Boston,MA,42.338724,-71.07276,-5,1
2119,Boston,MA,42.324511,-71.08455,-5,1
2120,Boston,MA,42.332099,-71.09651,-5,1
2121,Boston,MA,42.307448,-71.08127,-5,1
2122,Boston,MA,42.296298,-71.05454,-5,1
2123,Boston,MA,42.338947,-70.919635,-5,1
2124,Boston,MA,42.28713,-71.07156,-5,1
2125,Boston,MA,42.316852,-71.05811,-5,1
2126,Mattapan,MA,42.272098,-71.09426,-5,1
2127,Boston,MA,42.33499,-71.04562,-5,1
2128,Boston,MA,42.378297,-71.0255,-5,1
2129,Charlestown,MA,42.378619,-71.06495,-5,1
2130,Jamaica Plain,MA,42.309998,-71.11171,-5,1
2131,Roslindale,MA,42.284678,-71.13052,-5,1
2132,West Roxbury,MA,42.279432,-71.1598,-5,1
2133,Boston,MA,42.338947,-70.919635,-5,1
2134,Allston,MA,42.355147,-71.13164,-5,1
2135,Brighton,MA,42.348418,-71.15349,-5,1
2136,Hyde Park,MA,42.252198,-71.12593,-5,1
2137,Readville,MA,42.338947,-70.919635,-5,1
2138,Cambridge,MA,42.379146,-71.12803,-5,1
2139,Cambridge,MA,42.364347,-71.10431,-5,1
2140,Cambridge,MA,42.393327,-71.12837,-5,1
2141,Cambridge,MA,42.370519,-71.08443,-5,1
2142,Cambridge,MA,42.362297,-71.08412,-5,1
2143,Somerville,MA,42.381929,-71.09908,-5,1
2144,Somerville,MA,42.399546,-71.12165,-5,1
2145,Somerville,MA,42.390846,-71.09225,-5,1
2146,Brookline,MA,42.308198,-71.088745,-5,1
2147,Brookline Village,MA,42.180048,-71.08923,-5,1
2148,Malden,MA,42.428549,-71.06059,-5,1
2149,Everett,MA,42.409916,-71.0522,-5,1
2150,Chelsea,MA,42.396382,-71.03352,-5,1
2151,Revere,MA,42.416247,-71.00525,-5,1
2152,Winthrop,MA,42.373047,-70.97803,-5,1
2153,Medford,MA,42.446396,-71.459405,-5,1
2154,Waltham,MA,42.388938,-71.2398,-5,1
2155,Medford,MA,42.419846,-71.10942,-5,1
2156,West Medford,MA,42.446396,-71.459405,-5,1
2157,Babson Park,MA,42.173933,-71.185494,-5,1
2158,Newton,MA,42.353696,-71.188149,-5,1
2159,Newton,MA,42.316097,-71.191248,-5,1
2160,Newton,MA,42.446396,-71.459405,-5,1
2161,Newton,MA,42.446396,-71.459405,-5,1
2162,Newton,MA,42.331896,-71.25405,-5,1
2163,Boston,MA,42.367946,-71.12056,-5,1
2164,Newton,MA,42.446396,-71.459405,-5,1
2165,Newton,MA,42.446396,-71.459405,-5,1
2166,Auburndale,MA,42.346146,-71.243057,-5,1
2167,Chestnut Hill,MA,42.320797,-71.169847,-5,1
2168,Waban,MA,42.446396,-71.459405,-5,1
2169,Quincy,MA,42.250739,-70.99593,-5,1
2170,Quincy,MA,42.267049,-71.01834,-5,1
2171,Quincy,MA,42.284498,-71.02316,-5,1
2172,Watertown,MA,42.372596,-71.177998,-5,1
2173,Lexington,MA,42.446396,-71.459405,-5,1
2174,Arlington,MA,42.417695,-71.167083,-5,1
2175,Arlington Heights,MA,42.446396,-71.459405,-5,1
2176,Melrose,MA,42.459045,-71.06233,-5,1
2177,Melrose,MA,42.446396,-71.459405,-5,1
2178,Belmont,MA,42.446396,-71.459405,-5,1
2179,Waverley,MA,42.446396,-71.459405,-5,1
2180,Stoneham,MA,42.480145,-71.09835,-5,1
2181,Wellesley,MA,42.300596,-71.27875,-5,1
2184,Braintree,MA,42.209555,-70.99968,-5,1
2185,Braintree,MA,42.180048,-71.08923,-5,1
2186,Milton,MA,42.253074,-71.07496,-5,1
2187,Milton Village,MA,42.180048,-71.08923,-5,1
2188,Weymouth,MA,42.212866,-70.95872,-5,1
2189,Weymouth,MA,42.2112,-70.93111,-5,1
2190,Weymouth,MA,42.1711,-70.94597,-5,1
2191,Weymouth,MA,42.242749,-70.94434,-5,1
2192,Needham,MA,42.180048,-71.08923,-5,1
2193,Weston,MA,42.446396,-71.459405,-5,1
2194,Needham,MA,42.292547,-71.225799,-5,1
2195,Newton,MA,42.446396,-71.459405,-5,1
2196,Boston,MA,42.338947,-70.919635,-5,1
2199,Boston,MA,42.34713,-71.08234,-5,1
2201,Boston,MA,42.338947,-70.919635,-5,1
2202,Boston,MA,42.361094,-71.061814,-5,1
2203,Boston,MA,42.361485,-71.060364,-5,1
2204,Boston,MA,42.338947,-70.919635,-5,1
2205,Boston,MA,42.350334,-71.053877,-5,1
2206,Boston,MA,42.338947,-70.919635,-5,1
2207,Boston,MA,42.338947,-70.919635,-5,1
2208,Boston,MA,42.338947,-70.919635,-5,1
2209,Boston,MA,42.338947,-70.919635,-5,1
2210,Boston,MA,42.347974,-71.04463,-5,1
2211,Boston,MA,42.338947,-70.919635,-5,1
2212,Boston,MA,42.446396,-71.459405,-5,1
2215,Boston,MA,42.346997,-71.10215,-5,1
2216,Boston,MA,42.338947,-70.919635,-5,1
2217,Boston,MA,42.338947,-70.919635,-5,1
2222,Boston,MA,42.367797,-71.06282,-5,1
2238,Cambridge,MA,42.446396,-71.459405,-5,1
2239,Cambridge,MA,42.446396,-71.459405,-5,1
2241,Boston,MA,42.338947,-70.919635,-5,1
2254,Waltham,MA,42.446396,-71.459405,-5,1
2258,Newton,MA,42.446396,-71.459405,-5,1
2266,Boston,MA,42.338947,-70.919635,-5,1
2269,Quincy,MA,42.180048,-71.08923,-5,1
2272,Watertown,MA,42.446396,-71.459405,-5,1
2277,Watertown,MA,42.446396,-71.459405,-5,1
2283,Boston,MA,42.338947,-70.919635,-5,1
2284,Boston,MA,42.338947,-70.919635,-5,1
2293,Boston,MA,42.338947,-70.919635,-5,1
2295,Boston,MA,42.338947,-70.919635,-5,1
2297,Boston,MA,42.338947,-70.919635,-5,1
2301,Brockton,MA,42.0794,-71.03441,-5,1
2302,Brockton,MA,42.08715,-71.00222,-5,1
2303,Brockton,MA,41.970474,-70.701357,-5,1
2304,Brockton,MA,41.970474,-70.701357,-5,1
2305,Brockton,MA,41.970474,-70.701357,-5,1
2322,Avon,MA,42.121932,-71.04522,-5,1
2324,Bridgewater,MA,41.979501,-70.97215,-5,1
2325,Bridgewater,MA,41.98725,-70.972786,-5,1
2327,Bryantville,MA,42.040708,-70.827245,-5,1
2330,Carver,MA,41.873697,-70.7656,-5,1
2331,Duxbury,MA,41.970474,-70.701357,-5,1
2332,Duxbury,MA,42.031371,-70.70105,-5,1
2333,East Bridgewater,MA,42.029083,-70.95227,-5,1
2334,Easton,MA,42.023528,-71.132397,-5,1
2337,Elmwood,MA,42.022225,-70.931588,-5,1
2338,Halifax,MA,41.999851,-70.85395,-5,1
2339,Hanover,MA,42.12867,-70.85913,-5,1
2341,Hanson,MA,42.059434,-70.86205,-5,1
2343,Holbrook,MA,42.148351,-71.01037,-5,1
2344,Middleboro,MA,41.970474,-70.701357,-5,1
2345,Manomet,MA,41.888198,-70.581029,-5,1
2346,Middleboro,MA,41.889582,-70.89406,-5,1
2347,Lakeville,MA,41.835094,-70.95973,-5,1
2348,Middleboro,MA,41.970474,-70.701357,-5,1
2349,Middleboro,MA,41.970474,-70.701357,-5,1
2350,Monponsett,MA,42.018525,-70.847486,-5,1
2351,Abington,MA,42.119534,-70.94787,-5,1
2355,North Carver,MA,41.916918,-70.801331,-5,1
2356,North Easton,MA,42.058507,-71.11309,-5,1
2357,North Easton,MA,42.064499,-71.087091,-5,1
2358,North Pembroke,MA,41.805219,-70.62642,-5,1
2359,Pembroke,MA,42.065554,-70.80426,-5,1
2360,Plymouth,MA,41.894676,-70.61999,-5,1
2361,Plymouth,MA,41.970474,-70.701357,-5,1
2362,Plymouth,MA,41.970474,-70.701357,-5,1
2363,Plymouth,MA,41.959094,-70.706774,-5,1
2364,Kingston,MA,41.993102,-70.73827,-5,1
2366,South Carver,MA,41.854063,-70.66088,-5,1
2367,Plympton,MA,41.968987,-70.80452,-5,1
2368,Randolph,MA,42.173417,-71.04912,-5,1
2369,Dennis Port,MA,41.662531,-70.14021,-5,1
2370,Rockland,MA,42.129513,-70.91189,-5,1
2375,South Easton,MA,42.029749,-71.10191,-5,1
2379,West Bridgewater,MA,42.02195,-71.01878,-5,1
2381,White Horse Beach,MA,41.931602,-70.561051,-5,1
2382,Whitman,MA,42.08235,-70.93734,-5,1
2401,Brockton,MA,42.079399,-71.03459,-5,1
2402,Brockton,MA,42.0863,-70.999339,-5,1
2403,Brockton,MA,41.970474,-70.701357,-5,1
2404,Brockton,MA,41.970474,-70.701357,-5,1
2405,Brockton,MA,41.970474,-70.701357,-5,1
2407,Scituate,MA,42.136086,-70.688251,-5,1
2420,Lexington,MA,42.452895,-71.21619,-5,1
2421,Lexington,MA,42.439295,-71.23553,-5,1
2445,Brookline,MA,42.324397,-71.13933,-5,1
2446,Brookline,MA,42.344747,-71.12141,-5,1
2447,Brookline Village,MA,42.180048,-71.08923,-5,1
2451,Waltham,MA,42.393029,-71.24771,-5,1
2452,Waltham,MA,42.392496,-71.22153,-5,1
2453,Waltham,MA,42.370446,-71.23563,-5,1
2454,Waltham,MA,42.356719,-71.250479,-5,1
2456,New Town,MA,42.446396,-71.459405,-5,1
2457,Babson Park,MA,42.180048,-71.08923,-5,1
2458,Newton,MA,42.354727,-71.18809,-5,1
2459,Newton Center,MA,42.321197,-71.193,-5,1
2460,Newtonville,MA,42.352996,-71.20907,-5,1
2461,Newton Highlands,MA,42.31883,-71.20822,-5,1
2462,Newton Lower Falls,MA,42.331646,-71.25761,-5,1
2464,Newton Upper Falls,MA,42.311997,-71.22046,-5,1
2465,West Newton,MA,42.351046,-71.22677,-5,1
2466,Auburndale,MA,42.345833,-71.24735,-5,1
2467,Chestnut Hill,MA,42.321997,-71.17314,-5,1
2468,Waban,MA,42.325247,-71.2319,-5,1
2471,Watertown,MA,42.446396,-71.459405,-5,1
2472,Watertown,MA,42.371296,-71.18196,-5,1
2474,Arlington,MA,42.419496,-71.15635,-5,1
2475,Arlington Heights,MA,42.446396,-71.459405,-5,1
2476,Arlington,MA,42.416745,-71.17761,-5,1
2477,Watertown,MA,42.446396,-71.459405,-5,1
2478,Belmont,MA,42.391546,-71.17471,-5,1
2479,Waverley,MA,42.446396,-71.459405,-5,1
2481,Wellesley Hills,MA,42.313329,-71.27649,-5,1
2482,Wellesley,MA,42.300096,-71.30336,-5,1
2492,Needham,MA,42.278247,-71.23388,-5,1
2493,Weston,MA,42.358663,-71.28831,-5,1
2494,Needham,MA,42.29813,-71.23154,-5,1
2495,Nonantum,MA,42.446396,-71.459405,-5,1
2532,Buzzards Bay,MA,41.751841,-70.59764,-5,1
2534,Cataumet,MA,41.66566,-70.616,-5,1
2535,Chilmark,MA,41.345578,-70.75145,-5,1
2536,East Falmouth,MA,41.578992,-70.5614,-5,1
2537,East Sandwich,MA,41.733837,-70.43754,-5,1
2538,East Wareham,MA,41.782915,-70.64881,-5,1
2539,Edgartown,MA,41.380479,-70.52453,-5,1
2540,Falmouth,MA,41.56105,-70.61968,-5,1
2541,Falmouth,MA,41.799312,-70.308662,-5,1
2542,Buzzards Bay,MA,41.665605,-70.52456,-5,1
2543,Woods Hole,MA,41.526791,-70.66505,-5,1
2549,Mashpee,MA,41.621779,-70.504349,-5,1
2551,Oak Bluffs,MA,41.453321,-70.558023,-5,1
2552,Menemsha,MA,41.379836,-70.643092,-5,1
2553,Monument Beach,MA,41.67336,-70.608047,-5,1
2554,Nantucket,MA,41.276758,-70.09089,-5,1
2556,North Falmouth,MA,41.6403,-70.63036,-5,1
2557,Oak Bluffs,MA,41.417376,-70.560032,-5,1
2558,Onset,MA,41.746424,-70.65956,-5,1
2559,Pocasset,MA,41.694132,-70.61706,-5,1
2561,Sagamore,MA,41.770254,-70.533664,-5,1
2562,Sagamore Beach,MA,41.793263,-70.519584,-5,1
2563,Sandwich,MA,41.735645,-70.48866,-5,1
2564,Siasconset,MA,41.273949,-70.015545,-5,1
2565,Silver Beach,MA,41.799312,-70.308662,-5,1
2567,Sagamore,MA,41.79197,-70.530852,-5,1
2568,Vineyard Haven,MA,41.451263,-70.60872,-5,1
2571,Wareham,MA,41.751554,-70.71059,-5,1
2573,Vineyard Haven,MA,41.379836,-70.643092,-5,1
2574,West Falmouth,MA,41.603946,-70.638189,-5,1
2575,West Tisbury,MA,41.378807,-70.66376,-5,1
2576,West Wareham,MA,41.776042,-70.75783,-5,1
2584,Nantucket,MA,41.277794,-70.046019,-5,1
2595,West Tisbury,MA,41.381585,-70.66351,-5,1
2601,Hyannis,MA,41.654741,-70.2895,-5,1
2625,Barnstable Town,MA,41.640528,-70.433279,-5,1
2630,Barnstable,MA,41.700327,-70.29568,-5,1
2631,Brewster,MA,41.746647,-70.07773,-5,1
2632,Centerville,MA,41.658718,-70.34658,-5,1
2633,Chatham,MA,41.686534,-69.97746,-5,1
2634,Centerville,MA,41.799312,-70.308662,-5,1
2635,Cotuit,MA,41.625037,-70.44317,-5,1
2636,Centerville,MA,41.799312,-70.308662,-5,1
2637,Cummaquid,MA,41.701438,-70.277212,-5,1
2638,Dennis,MA,41.736684,-70.19183,-5,1
2639,Dennis Port,MA,41.661115,-70.13348,-5,1
2641,East Dennis,MA,41.734713,-70.20467,-5,1
2642,Eastham,MA,41.844087,-69.98921,-5,1
2643,East Orleans,MA,41.784308,-69.962034,-5,1
2644,Forestdale,MA,41.683462,-70.51211,-5,1
2645,Harwich,MA,41.707332,-70.05679,-5,1
2646,Harwich Port,MA,41.669219,-70.07419,-5,1
2647,Hyannis Port,MA,41.63275,-70.30435,-5,1
2648,Marstons Mills,MA,41.667689,-70.4168,-5,1
2649,Mashpee,MA,41.613743,-70.48754,-5,1
2650,North Chatham,MA,41.702265,-69.96958,-5,1
2651,North Eastham,MA,41.824264,-69.98176,-5,1
2652,North Truro,MA,42.02889,-70.07938,-5,1
2653,Orleans,MA,41.777647,-69.97312,-5,1
2654,Nantucket,MA,41.543967,-69.987203,-5,1
2655,Osterville,MA,41.632935,-70.38693,-5,1
2657,Provincetown,MA,42.053355,-70.18947,-5,1
2659,South Chatham,MA,41.678628,-70.02495,-5,1
2660,South Dennis,MA,41.712338,-70.16165,-5,1
2661,South Harwich,MA,41.675799,-70.0396,-5,1
2662,South Orleans,MA,41.756694,-69.984123,-5,1
2663,South Wellfleet,MA,41.800531,-70.076776,-5,1
2664,South Yarmouth,MA,41.670981,-70.19797,-5,1
2666,Truro,MA,41.992804,-70.05427,-5,1
2667,Wellfleet,MA,41.922412,-70.01484,-5,1
2668,West Barnstable,MA,41.70631,-70.37048,-5,1
2669,West Chatham,MA,41.673635,-69.99494,-5,1
2670,West Dennis,MA,41.659749,-70.17089,-5,1
2671,West Harwich,MA,41.665589,-70.11152,-5,1
2672,West Hyannisport,MA,41.636077,-70.31962,-5,1
2673,West Yarmouth,MA,41.656883,-70.23726,-5,1
2675,Yarmouth Port,MA,41.703205,-70.22395,-5,1
2702,Assonet,MA,41.792192,-71.06446,-5,1
2703,Attleboro,MA,41.928099,-71.31456,-5,1
2712,Chartley,MA,41.756214,-71.067062,-5,1
2713,Cuttyhunk,MA,41.429673,-70.8954,-5,1
2714,Dartmouth,MA,41.756214,-71.067062,-5,1
2715,Dighton,MA,41.811514,-71.13633,-5,1
2717,East Freetown,MA,41.765934,-70.95332,-5,1
2718,East Taunton,MA,41.876249,-71.01827,-5,1
2719,Fairhaven,MA,41.634152,-70.8814,-5,1
2720,Fall River,MA,41.716952,-71.13986,-5,1
2721,Fall River,MA,41.685452,-71.15425,-5,1
2722,Fall River,MA,41.756214,-71.067062,-5,1
2723,Fall River,MA,41.691369,-71.13234,-5,1
2724,Fall River,MA,41.684152,-71.17436,-5,1
2725,Somerset,MA,41.721652,-71.17482,-5,1
2726,Somerset,MA,41.754828,-71.14894,-5,1
2735,Easton,MA,41.999346,-71.113582,-5,1
2738,Marion,MA,41.706599,-70.75086,-5,1
2739,Mattapoisett,MA,41.654776,-70.80087,-5,1
2740,New Bedford,MA,41.634754,-70.93752,-5,1
2741,New Bedford,MA,41.756214,-71.067062,-5,1
2742,New Bedford,MA,41.619557,-70.956346,-5,1
2743,Acushnet,MA,41.697015,-70.91019,-5,1
2744,New Bedford,MA,41.610754,-70.91453,-5,1
2745,New Bedford,MA,41.692806,-70.93264,-5,1
2746,New Bedford,MA,41.659336,-70.93347,-5,1
2747,North Dartmouth,MA,41.637916,-70.99076,-5,1
2748,South Dartmouth,MA,41.59156,-70.9494,-5,1
2760,North Attleboro,MA,41.975495,-71.33086,-5,1
2761,North Attleboro,MA,41.756214,-71.067062,-5,1
2762,Plainville,MA,42.011848,-71.32392,-5,1
2763,Attleboro Falls,MA,41.967949,-71.31024,-5,1
2764,North Dighton,MA,41.851557,-71.15125,-5,1
2766,Norton,MA,41.969185,-71.1854,-5,1
2767,Raynham,MA,41.934586,-71.04905,-5,1
2768,Raynham Center,MA,41.756214,-71.067062,-5,1
2769,Rehoboth,MA,41.835067,-71.26115,-5,1
2770,Rochester,MA,41.760783,-70.83848,-5,1
2771,Seekonk,MA,41.84345,-71.32343,-5,1
2777,Swansea,MA,41.741551,-71.21433,-5,1
2779,Berkley,MA,41.825252,-71.07799,-5,1
2780,Taunton,MA,41.904888,-71.10288,-5,1
2781,Westport,MA,41.522877,-71.069344,-5,1
2783,Taunton,MA,41.756214,-71.067062,-5,1
2789,South Kingstown,RI,41.487831,-71.457592,-5,1
2790,Westport,MA,41.602517,-71.08904,-5,1
2791,Westport Point,MA,41.519104,-71.085137,-5,1
2801,Adamsville,RI,41.530131,-71.284066,-5,1
2802,Albion,RI,41.954098,-71.462053,-5,1
2804,Ashaway,RI,41.430068,-71.78101,-5,1
2805,Foster,RI,41.830469,-71.711713,-5,1
2806,Barrington,RI,41.746834,-71.32031,-5,1
2807,Block Island,RI,41.171389,-71.58358,-5,1
2808,Bradford,RI,41.402009,-71.74785,-5,1
2809,Bristol,RI,41.6842,-71.26866,-5,1
2812,Carolina,RI,41.46603,-71.66408,-5,1
2813,Charlestown,RI,41.385256,-71.66813,-5,1
2814,Chepachet,RI,41.896002,-71.70335,-5,1
2815,Clayville,RI,41.777861,-71.67009,-5,1
2816,Coventry,RI,41.69105,-71.57462,-5,1
2817,West Greenwich,RI,41.625874,-71.67023,-5,1
2818,East Greenwich,RI,41.649733,-71.46815,-5,1
2822,Exeter,RI,41.563937,-71.60547,-5,1
2823,Fiskeville,RI,41.7312,-71.546756,-5,1
2824,Forestdale,RI,42.000248,-71.563057,-5,1
2825,Foster,RI,41.785151,-71.72021,-5,1
2826,Glendale,RI,41.982417,-71.600848,-5,1
2827,Greene,RI,41.695419,-71.74472,-5,1
2828,Greenville,RI,41.870799,-71.5539,-5,1
2829,Harmony,RI,41.879298,-71.589357,-5,1
2830,Harrisville,RI,41.976659,-71.64969,-5,1
